Year,Period,Plant,Material Number,Target Value in LC,Target Quantity
2022,7,,,"1,35,760.02",33598
2022,7,,,"3,19,370.60",147860
2022,7,,,"9,081.93",8173
2022,7,,,"1,92,197.62",292552
2022,7,,,824.25,1256
2022,7,,,"3,12,194.06",56944
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,CAP:SPORT SHORT BRIM BLACK, -   ,0
2022,7,,CLOTH_NO MODIFIER:Hi Viz Lime Adjust W/C, -   ,0
2022,7,,"GLASSES,SAFETY:UV PROTECTED GOGGLES", -   ,0
2022,7,,"PROTECTOR,HEARING QB3 HYG/HOWARD LEIGHT", -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,BAG FILTER 1 MICRON:POXL1PO2HAY, -   ,0
2022,7,,CHEMICAL REAGENT OXY CHLORINE BIOCIDE, -   ,0
2022,7,,"RAINWEAR:SUIT,MEDIUM,PVC,YELLOW", -   ,0
2022,7,,"SHIRT_NO MODIFIER:GREY 2XL, COTTON, 2XL,", -   ,0
2022,7,,"BATTERY,DRY CELL:ALKALINE,1.5VDC,AA,FLAT", -   ,0
2022,7,AG,, -   ,0
2022,7,AG,Bottle: 1000RB Amber, -   ,0
2022,7,AG,Bottle: 1000RB Amber, -   ,0
2022,7,AG,Bottle: 660RB Budweiser, -   ,0
2022,7,AG,Bottle: 660RB Budweiser, -   ,0
2022,7,AG,Bottle: 660RB Green Lite,461.61,31
2022,7,AG,Bottle: 660RB Green Lite,520.52,34
2022,7,AG,Bottle: 660RB Green Lite,"5,76,072.97",36485
2022,7,AG,Bottle: 660RB Green Lite,"6,49,591.70",41141
2022,7,AG,Bottle: 750RB Amber Calabash,944.09,68
2022,7,AG,Bottle: 750RB Amber Calabash,"11,79,242.18",83012
2022,7,AG,Bottle: 910RB Green,855.06,29
2022,7,AG,Bottle: 910RB Green,"10,79,398.55",34466
2022,7,AG,Crate: 1L Brown, -   ,0
2022,7,AG,Crate: 1L Brown, -   ,0
2022,7,AG,Crate: 910ML Red,"4,98,875.85",34466
2022,7,AG,Crate: 910ML Red,998.01,70
2022,7,AG,Crate: Black Quart, -   ,0
2022,7,AG,Crate: Black Quart, -   ,0
2022,7,AG,Crate: Brown Quart,"12,01,706.18",83012
2022,7,AG,Crate: Brown Quart,"2,403.78",168
2022,7,AG,Crate: Red Quart,"11,23,267.07",77625
2022,7,AG,Crate: Red Quart,"2,246.27",157
2022,7,AG,, -   ,0
2022,7,AG,Bottle: 750RB Amber Calabash, -   ,0
2022,7,AG,Bottle: 750RB Amber Calabash, -   ,0
2022,7,AG,Crate: Brown Quart, -   ,0
2022,7,AG,Crate: Brown Quart, -   ,0
2022,7,AG,, -   ,0
2022,7,AG,Bottle: 750RB Amber Calabash, -   ,0
2022,7,AG,Bottle: 750RB Amber Calabash, -   ,0
2022,7,AG,Crate: Brown Quart, -   ,0
2022,7,AG,Crate: Brown Quart, -   ,0
2022,7,AG,"ANCHOR,BOLT:RAWL,14MM,13MM,M8,ST", -   ,0
2022,7,AG,"ANCHOR,BOLT:RAWL,18MM,17MM,M10,ST", -   ,0
2022,7,AG,Cleaning Solution  V905-D, -   ,0
2022,7,AG,Diverclean VF8  1X25L W5023 - 100950017, -   ,0
2022,7,AG,Glove Clips, -   ,0
2022,7,AG,"GLOVES_NO MODIFIER:9, Heat Cut& chemical", -   ,0
2022,7,AG,"PROTECTOR,HEARING:EAR,QB3", -   ,0
2022,7,AG,SAFETY SHOE SMS BLK 8 REBEL, -   ,0
2022,7,AG,SOLUTION:MAKE-UP V715-D, -   ,0
2022,7,AG,UVEX 9194715 i-WORKS SAFETY SPECTACLE, -   ,0
2022,7,AG,, -   ,0
2022,7,AG,"BATTERY,DRY CELL:ALKALINE,1.5VDC,AAA,FLA", -   ,0
2022,7,AG,Bottle: 1000RB Amber, -   ,0
2022,7,AG,Bottle: 1000RB Amber, -   ,0
2022,7,AG,Bottle: 660RB Green Fish, -   ,0
2022,7,AG,Bottle: 660RB Green Fish, -   ,0
2022,7,AG,Bottle: 660RB Green Lite, -   ,0
2022,7,AG,Bottle: 660RB Green Lite, -   ,0
2022,7,AG,Bottle: 910RB Green, -   ,0
2022,7,AG,Bottle: 910RB Green, -   ,0
2022,7,AG,Crate: 1L Brown, -   ,0
2022,7,AG,Crate: 1L Brown, -   ,0
2022,7,AG,Crate: 910ML Red, -   ,0
2022,7,AG,Crate: 910ML Red, -   ,0
2022,7,AG,Crate: Navy Quart, -   ,0
2022,7,AG,Crate: Navy Quart, -   ,0
2022,7,AG,Crate: Red Quart, -   ,0
2022,7,AG,Crate: Red Quart, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,GAS : Sasol, -   ,0
2022,7,,Solar Electricity, -   ,0
2022,7,,Utilities : Effluent Treatment, -   ,0
2022,7,,Utilities : Electricity KWH, -   ,0
2022,7,,Utilities : Water (Generic), -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,,"1,56,521.70",100245
2022,7,,,"4,71,009.86",161025
2022,7,,,"18,368.01",11609
2022,7,,,"8,24,879.06",1447485
2022,7,,,"6,24,428.38",169983
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,"CAP_NO MODIFIER:100% Cotton, 50-59 Long", -   ,0
2022,7,,SUIT_NO MODIFIER:Complete Conti Suit, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,"DRILL,TWIST:3MM,STRAIGHT,HSS,60MM LG", -   ,0
2022,7,,"DRILL,TWIST:4MM,STRAIGHT,HSS,70MM LG", -   ,0
2022,7,,"DRILL,TWIST:6MM,STRAIGHT,HSS,90MM LG", -   ,0
2022,7,,"LUBRICANT:ANTI SIEZE,LIQUID,300ML CAN", -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,,, -   ,0
2022,7,AG,Keg: 30L Empty, -   ,0
2022,7,AG,Keg: 30L Empty, -   ,0
2022,7,AG,Keg: 50L Empty, -   ,0
2022,7,AG,Keg: 50L Empty, -   ,0
2022,7,AG,, -   ,0
2022,7,AG,, -   ,0
2022,7,AG,, -   ,0
2022,7,AG,, -   ,0
2022,7,AG,, -   ,0
2022,7,AG,, -   ,0
2022,7,AG,, -   ,0
2022,7,AG,, -   ,0
2022,7,AG,"ADHESIVE:SUPER GLUE,3G TUBE", -   ,0
2022,7,AG,"BATTERY,DRY CELL:ALKALINE,1.5VDC,AAA,FLA", -   ,0
2022,7,AG,BRUSH PAINT PROFESSIONAL 50mm, -   ,0
2022,7,AG,"TAPE:MASKING,48MM WD,40M LG,PAPER,YELLOW", -   ,0
2022,7,AG,THINNER LACQUER GR A 5L, -   ,0
